Customer ID,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data
7196-LIWRH,Yes,7.35,No,No,,0,,,,,,,,
7197-VOJMM,Yes,47.46,No,Yes,DSL,20,Yes,Yes,No,Yes,No,Yes,Yes,Yes
7198-GLXTC,Yes,48.66,No,Yes,Fiber Optic,21,No,No,No,No,Yes,No,No,Yes
7203-OYKCT,Yes,33.93,Yes,Yes,Fiber Optic,18,No,Yes,Yes,No,Yes,Yes,Yes,Yes
7205-BAIAD,Yes,22.89,No,No,,0,,,,,,,,
7206-GZCDC,Yes,29.68,No,Yes,Cable,18,No,No,No,No,No,No,No,Yes
7206-PQBBZ,Yes,24.42,No,Yes,Fiber Optic,29,No,No,No,No,No,No,No,Yes
7207-RMRDB,Yes,34.14,Yes,Yes,Fiber Optic,26,No,Yes,Yes,No,Yes,Yes,Yes,Yes
7208-PSIHR,Yes,5.46,Yes,Yes,Fiber Optic,30,No,No,Yes,Yes,Yes,Yes,Yes,No
7209-JCUDS,Yes,40.22,No,Yes,Fiber Optic,41,No,No,Yes,No,Yes,Yes,Yes,Yes
7216-EWTRS,Yes,17.35,Yes,Yes,Fiber Optic,23,No,No,Yes,No,Yes,Yes,No,Yes
7216-KAOID,Yes,39.53,No,No,,0,,,,,,,,
7217-JYHOQ,Yes,44.57,No,Yes,Cable,26,Yes,Yes,No,Yes,No,Yes,Yes,Yes
7218-HKQFK,Yes,18.79,No,Yes,Fiber Optic,19,No,No,No,Yes,Yes,Yes,Yes,Yes
7219-TLZHO,Yes,39.89,No,No,,0,,,,,,,,
7225-CBZPL,Yes,46.44,Yes,Yes,Fiber Optic,13,No,No,No,No,Yes,Yes,No,Yes
7225-IILWY,Yes,26.83,Yes,No,,0,,,,,,,,
7228-OMTPN,Yes,49.14,No,Yes,Fiber Optic,15,No,No,No,No,Yes,Yes,Yes,Yes
7228-PAQPD,Yes,34.01,No,Yes,Cable,69,No,No,No,Yes,No,Yes,Yes,Yes
7233-DRTRF,Yes,17.75,Yes,Yes,Fiber Optic,15,No,Yes,Yes,No,Yes,Yes,Yes,Yes
7233-IOQNP,No,1,,Yes,Cable,21,Yes,No,No,Yes,No,No,No,Yes
7233-PAHHL,Yes,6.22,Yes,Yes,DSL,26,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
7234-FECYN,Yes,43.98,Yes,Yes,Fiber Optic,27,No,No,Yes,No,Yes,Yes,No,Yes
7234-KMNRQ,Yes,8.38,No,No,,0,,,,,,,,
7235-NXZCP,Yes,45.41,Yes,Yes,Fiber Optic,18,No,No,No,No,No,No,No,Yes
7239-HZZCX,Yes,29.33,No,No,,0,,,,,,,,
7240-ETPTR,No,1,,Yes,DSL,10,No,No,Yes,No,Yes,Yes,Yes,No
7240-FQLHE,Yes,25.27,Yes,Yes,Fiber Optic,15,No,No,No,Yes,Yes,Yes,No,Yes
7241-AJHFS,Yes,6.2,Yes,Yes,Fiber Optic,25,Yes,No,No,Yes,No,No,No,No
7242-EDTYC,Yes,14.37,No,No,,0,,,,,,,,
7242-QZLXF,No,1,,Yes,Cable,51,No,No,No,No,No,No,No,No
7243-LCGGZ,Yes,10.21,No,No,,0,,,,,,,,
7244-KXYZN,Yes,5.98,No,No,,0,,,,,,,,
7244-QWYHG,No,1,,Yes,DSL,73,Yes,No,No,Yes,Yes,No,No,Yes
7245-JMTTQ,Yes,43.79,Yes,Yes,Fiber Optic,82,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
7245-NIIWQ,Yes,34.76,No,Yes,Fiber Optic,21,No,No,No,No,No,No,No,Yes
7246-ZGQDF,Yes,33.21,No,Yes,DSL,75,Yes,No,No,Yes,No,No,No,Yes
7247-XOZPB,Yes,47.55,Yes,Yes,DSL,13,Yes,No,Yes,Yes,Yes,No,No,Yes
7248-VZQLC,Yes,16.83,Yes,Yes,Fiber Optic,12,No,Yes,Yes,No,No,No,No,Yes
7249-WBIYX,Yes,30.1,Yes,Yes,Cable,29,No,No,No,No,Yes,No,No,Yes
7250-EQKIY,Yes,9.73,No,Yes,DSL,29,No,No,Yes,No,No,No,No,Yes
7251-LJBQN,Yes,28.54,Yes,Yes,Fiber Optic,24,No,No,Yes,Yes,Yes,Yes,No,Yes
7251-XFOIL,Yes,14.52,Yes,Yes,Fiber Optic,27,No,No,Yes,No,No,Yes,Yes,Yes
7252-NTGSS,Yes,42.34,No,Yes,DSL,10,No,No,No,No,No,No,No,Yes
7253-UVNDW,Yes,45.2,No,Yes,DSL,17,No,No,Yes,Yes,No,No,No,Yes
7254-IQWOZ,Yes,28.7,No,Yes,Fiber Optic,69,No,No,No,No,No,No,No,Yes
7255-SSFBC,Yes,11.66,Yes,Yes,Fiber Optic,28,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
7266-GSSJX,Yes,16.67,No,No,,0,,,,,,,,
7267-FRMJW,Yes,4.57,No,No,,0,,,,,,,,
7268-IGMFD,Yes,1.92,Yes,Yes,Fiber Optic,25,No,No,Yes,Yes,Yes,No,No,Yes
7268-WNTCP,Yes,1.87,No,No,,0,,,,,,,,
7269-JISCY,Yes,33.6,No,Yes,DSL,5,No,No,No,No,No,No,No,Yes
7270-BDIOA,Yes,12.19,Yes,Yes,Fiber Optic,23,No,No,No,Yes,Yes,No,No,Yes
7271-AJDTL,Yes,34.61,Yes,Yes,Fiber Optic,16,No,Yes,Yes,No,Yes,No,No,Yes
7272-QDCKA,Yes,12.36,Yes,Yes,Fiber Optic,13,No,Yes,No,No,Yes,Yes,Yes,Yes
7273-TEFQD,No,1,,Yes,DSL,28,No,No,Yes,No,No,Yes,Yes,Yes
7274-CGTOD,No,1,,Yes,DSL,51,Yes,Yes,Yes,Yes,No,No,No,Yes
7274-RTAPZ,Yes,7.15,No,Yes,Fiber Optic,48,No,No,No,No,Yes,Yes,Yes,Yes
7277-KAMWT,Yes,1.61,No,No,,0,,,,,,,,
7277-OZCGZ,Yes,6,No,Yes,Fiber Optic,8,Yes,No,No,Yes,No,Yes,Yes,Yes
7278-CKDNC,Yes,46.13,Yes,Yes,Fiber Optic,23,No,Yes,No,No,No,No,No,Yes
7279-BUYWN,Yes,27.95,Yes,Yes,Fiber Optic,23,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
7279-NMVJC,Yes,25.62,No,No,,0,,,,,,,,
7284-BUYEC,No,1,,Yes,Cable,26,No,Yes,No,No,Yes,Yes,Yes,Yes
7284-ZZLOH,Yes,43.27,No,Yes,DSL,4,Yes,No,Yes,No,No,No,No,No
7285-KLOTR,Yes,25.09,Yes,Yes,Cable,17,Yes,No,Yes,No,Yes,Yes,Yes,Yes
7291-CDTMJ,Yes,13.85,No,No,,0,,,,,,,,
7293-LSCDV,Yes,23.68,No,No,,0,,,,,,,,
7294-TMAOP,Yes,15.44,No,Yes,Fiber Optic,51,No,No,No,No,Yes,Yes,Yes,No
7295-JOMMD,Yes,5.63,No,Yes,Fiber Optic,18,No,No,Yes,Yes,Yes,Yes,Yes,Yes
7296-PIXQY,Yes,23,No,Yes,Fiber Optic,17,No,No,No,No,No,No,No,Yes
7297-DVYGA,Yes,29.87,No,No,,0,,,,,,,,
7298-IZWLY,Yes,23.97,No,No,,0,,,,,,,,
7299-GNVPL,Yes,27.24,No,Yes,Fiber Optic,82,Yes,Yes,No,Yes,No,No,No,Yes
7301-ABVAD,Yes,8.29,Yes,Yes,Cable,13,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
7302-ZHMHP,Yes,22.37,No,No,,0,,,,,,,,
7305-ZWMAJ,Yes,22.89,No,No,,0,,,,,,,,
7306-YDSOI,Yes,49.4,No,Yes,DSL,12,Yes,Yes,Yes,No,No,No,No,Yes
7310-EGVHZ,Yes,24.48,No,No,,0,,,,,,,,
7311-MQJCH,Yes,37.97,No,No,,0,,,,,,,,
7312-XSBAT,Yes,41.79,No,Yes,DSL,14,Yes,No,No,No,No,No,No,Yes
7314-OXENN,Yes,41.18,Yes,Yes,Fiber Optic,14,No,Yes,No,No,No,No,No,Yes
7315-WYOAW,Yes,44.43,Yes,Yes,Fiber Optic,41,No,No,No,Yes,Yes,Yes,Yes,No
7317-GGVPB,Yes,5.76,Yes,Yes,Fiber Optic,11,No,Yes,Yes,Yes,Yes,Yes,Yes,No
7318-EIVKO,Yes,48.2,Yes,Yes,DSL,22,No,No,No,No,Yes,No,No,Yes
7319-VENRZ,Yes,31.84,No,Yes,Cable,58,No,No,Yes,Yes,Yes,No,No,Yes
7319-ZNRTR,Yes,15.76,No,No,,0,,,,,,,,
7321-KKSDU,Yes,16.94,No,No,,0,,,,,,,,
7321-PKUYW,Yes,22.36,Yes,Yes,Cable,3,No,No,No,Yes,Yes,No,No,Yes
7321-VGNKU,Yes,7.7,No,Yes,Fiber Optic,22,No,No,No,No,No,No,No,No
7321-ZNSLA,No,1,,Yes,DSL,57,Yes,Yes,No,Yes,No,No,No,Yes
7322-OCWHC,Yes,1.34,Yes,Yes,Fiber Optic,30,Yes,Yes,Yes,Yes,No,No,No,Yes
7325-ENZFI,No,1,,Yes,DSL,19,Yes,Yes,No,Yes,No,No,No,Yes
7326-RIGQZ,Yes,38.5,No,Yes,Fiber Optic,20,No,No,No,No,No,No,No,Yes
7328-OWMOM,Yes,33.71,No,No,,0,,,,,,,,
7328-ZJAJO,Yes,9.51,No,No,,0,,,,,,,,
7330-WZLNC,Yes,1.49,Yes,Yes,Fiber Optic,51,No,Yes,No,No,Yes,No,Yes,Yes
7336-RLLRH,Yes,11.83,Yes,Yes,DSL,14,Yes,No,No,Yes,Yes,Yes,Yes,Yes
7337-CINUD,Yes,17.2,No,No,,0,,,,,,,,
7338-ERIVA,No,1,,Yes,DSL,13,Yes,No,No,Yes,Yes,No,No,Yes
7339-POGZN,Yes,16.25,Yes,Yes,DSL,51,No,No,No,No,No,No,No,Yes
7340-KEFQE,No,1,,Yes,Cable,27,Yes,No,No,Yes,No,No,Yes,Yes
7341-LXCAF,Yes,48.64,Yes,Yes,Fiber Optic,30,No,No,No,No,No,No,No,Yes
7343-EOBEU,Yes,14.1,Yes,No,,0,,,,,,,,
7346-MEDWM,Yes,31.23,Yes,Yes,Fiber Optic,16,No,Yes,Yes,No,No,No,No,Yes
7349-ALMUX,Yes,38.43,No,Yes,Cable,30,Yes,Yes,Yes,Yes,No,No,No,Yes
7351-KYHQH,Yes,7.82,No,Yes,Cable,7,No,Yes,Yes,No,Yes,No,No,Yes
7351-MHQVU,No,1,,Yes,Cable,23,Yes,Yes,No,Yes,No,Yes,Yes,Yes
7353-YOWFP,Yes,39.59,No,No,,0,,,,,,,,
7354-OIJLX,Yes,7.32,Yes,Yes,Fiber Optic,11,No,No,No,No,No,No,No,Yes
7356-AYNJP,Yes,6.36,Yes,No,,0,,,,,,,,
7356-IWLFW,Yes,5.52,Yes,Yes,Fiber Optic,16,No,Yes,No,No,No,No,No,Yes
7359-PTSXY,Yes,24.24,No,Yes,DSL,28,No,No,No,No,No,No,No,Yes
7359-SSBJK,Yes,29.12,No,Yes,DSL,24,Yes,Yes,No,Yes,Yes,No,No,Yes
7359-WWYJV,Yes,6.29,Yes,Yes,Fiber Optic,8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
7361-YPXFS,Yes,12.72,Yes,Yes,Cable,23,No,Yes,Yes,Yes,No,No,No,Yes
7363-QTBIW,Yes,6.78,No,Yes,Fiber Optic,59,No,No,No,No,No,Yes,Yes,Yes
7365-BVCJH,No,1,,Yes,DSL,6,No,No,No,No,No,No,No,Yes
7369-TRPFD,Yes,17.17,No,No,,0,,,,,,,,
7375-WMVMT,Yes,1.23,No,Yes,Fiber Optic,9,No,Yes,Yes,Yes,No,Yes,No,Yes
7377-DMMRI,Yes,13.73,No,Yes,DSL,11,Yes,No,No,No,No,No,No,Yes
7379-FNIUJ,Yes,22.56,No,Yes,Fiber Optic,15,Yes,Yes,No,No,Yes,Yes,Yes,No
7379-POKDZ,Yes,26.71,No,Yes,Fiber Optic,11,No,No,No,No,No,No,No,Yes
7382-DFJTU,Yes,47.72,No,Yes,DSL,28,No,No,Yes,Yes,No,No,No,Yes
7384-GHBPI,No,1,,Yes,Cable,13,No,No,No,No,No,Yes,Yes,Yes
7389-KBFIT,No,1,,Yes,DSL,20,No,Yes,No,No,No,No,No,Yes
7392-YYPYJ,Yes,28.42,Yes,Yes,Fiber Optic,73,No,Yes,No,No,Yes,Yes,Yes,Yes
7394-FKDNK,Yes,26.51,No,Yes,Fiber Optic,18,No,No,No,No,Yes,Yes,Yes,Yes
7394-LWLYN,Yes,33.75,No,Yes,Fiber Optic,10,No,No,No,No,No,No,No,Yes
7395-IGJOS,Yes,9.5,No,Yes,Fiber Optic,16,No,No,No,No,No,Yes,No,Yes
7395-XWZOY,No,1,,Yes,DSL,20,Yes,Yes,Yes,Yes,Yes,No,No,Yes
7396-VJUZB,Yes,35.09,No,Yes,DSL,30,No,No,No,No,No,No,No,Yes
7398-HPYZQ,Yes,28.58,Yes,Yes,Cable,30,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
7398-LXGYX,Yes,21.39,Yes,Yes,Fiber Optic,10,Yes,No,Yes,No,No,No,No,Yes
7398-SKNQZ,Yes,2.97,Yes,Yes,Fiber Optic,7,No,No,No,No,Yes,Yes,Yes,Yes
7399-QHBJS,Yes,22.62,Yes,Yes,Cable,27,Yes,Yes,No,Yes,No,No,No,Yes
7401-JIXNM,Yes,29.66,Yes,Yes,Cable,76,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
7401-RUBNK,Yes,43.29,No,Yes,Fiber Optic,41,Yes,No,No,No,No,No,No,Yes
7402-EYFXX,Yes,25.04,Yes,Yes,Fiber Optic,9,No,No,No,No,Yes,Yes,Yes,Yes
7402-PWYJJ,Yes,42.18,Yes,Yes,Fiber Optic,53,No,No,No,Yes,No,Yes,Yes,No
7404-JLKQG,Yes,48.3,No,Yes,Cable,42,No,No,Yes,No,Yes,No,No,Yes
7407-SUJIZ,Yes,13.36,No,No,,0,,,,,,,,
7408-OFWXJ,Yes,44.92,Yes,Yes,DSL,69,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
7409-JURKQ,Yes,41.82,Yes,Yes,Fiber Optic,69,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
7409-KIUTL,Yes,28.64,No,Yes,Fiber Optic,5,No,No,No,No,No,No,No,Yes
7410-KTVFV,Yes,19.05,No,Yes,DSL,26,No,No,Yes,No,No,No,No,Yes
7410-OIEDU,Yes,48.38,No,Yes,Fiber Optic,42,Yes,No,Yes,No,No,No,No,Yes
7410-YTJIK,Yes,18.1,Yes,Yes,Fiber Optic,15,No,No,No,No,No,No,No,Yes
7416-CKTEP,Yes,23.28,No,No,,0,,,,,,,,
7421-ZLUPA,No,1,,Yes,DSL,2,No,Yes,No,No,No,No,No,Yes
7422-WNBTY,Yes,31.76,Yes,Yes,Fiber Optic,7,No,Yes,Yes,No,No,Yes,Yes,Yes
7426-GSWPO,Yes,19.2,Yes,Yes,Fiber Optic,18,Yes,Yes,No,No,Yes,Yes,Yes,Yes
7426-RHZGU,Yes,30.8,No,Yes,Fiber Optic,3,No,No,No,Yes,Yes,Yes,Yes,Yes
7426-WEIJX,Yes,18.23,Yes,Yes,Fiber Optic,11,Yes,No,No,No,No,No,No,Yes
7427-AUFPY,Yes,25.72,No,No,,0,,,,,,,,
7432-FFVAR,Yes,6.26,No,Yes,Fiber Optic,48,No,No,Yes,Yes,No,Yes,Yes,No
7434-SHXLS,Yes,15.73,No,No,,0,,,,,,,,
7435-ZNUYY,Yes,12.17,No,No,,0,,,,,,,,
7439-DKZTW,Yes,5.93,No,Yes,Fiber Optic,19,No,No,No,No,Yes,No,No,No
7442-YGZFK,Yes,3.97,Yes,Yes,DSL,11,No,No,No,No,No,No,No,Yes
7445-WMRBW,Yes,21.39,Yes,Yes,DSL,3,No,Yes,Yes,Yes,Yes,No,No,No
7446-KQISO,Yes,7.48,Yes,Yes,Fiber Optic,27,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
7446-SFAOA,Yes,15.51,No,No,,0,,,,,,,,
7446-YPODE,Yes,48.33,Yes,Yes,DSL,17,Yes,Yes,No,No,No,No,No,No
7449-HVPIV,Yes,22.56,Yes,Yes,Fiber Optic,56,No,No,Yes,No,Yes,No,No,Yes
7450-NWRTR,Yes,21.89,Yes,Yes,Fiber Optic,26,No,No,Yes,No,Yes,Yes,No,Yes
7452-FOLON,Yes,46.57,Yes,No,,0,,,,,,,,
7459-IMVYU,Yes,28,Yes,Yes,DSL,22,Yes,Yes,Yes,Yes,No,No,No,No
7459-RRWQZ,Yes,47.57,Yes,Yes,DSL,26,Yes,No,No,No,No,Yes,Yes,Yes
7460-ITWWP,Yes,40.85,No,Yes,Fiber Optic,24,No,No,Yes,No,No,Yes,No,Yes
7463-IFMQU,Yes,47.24,No,No,,0,,,,,,,,
7465-ZZRVX,Yes,14.42,No,Yes,Fiber Optic,27,No,No,No,No,No,No,No,No
7469-LKBCI,Yes,32.62,No,No,,0,,,,,,,,
7470-DYNOE,Yes,4.82,No,Yes,DSL,24,No,No,Yes,No,No,Yes,Yes,Yes
7470-MCQTK,No,1,,Yes,DSL,8,No,No,Yes,No,Yes,Yes,Yes,Yes
7471-MQPOS,Yes,46.11,Yes,Yes,DSL,20,No,Yes,Yes,Yes,No,Yes,No,No
7471-WNSUF,Yes,16.42,Yes,No,,0,,,,,,,,
7472-EQOAV,Yes,30.16,No,Yes,Fiber Optic,19,Yes,Yes,Yes,No,No,No,No,Yes
7473-ZBDSN,Yes,44.55,No,No,,0,,,,,,,,
7479-NITWS,Yes,36.84,Yes,Yes,Fiber Optic,17,No,No,Yes,No,Yes,No,No,No
7480-QNVZJ,Yes,18.92,Yes,Yes,Fiber Optic,11,No,No,No,No,Yes,Yes,Yes,Yes
7480-SPLEF,Yes,11.6,Yes,No,,0,,,,,,,,
7481-ATQQS,Yes,44.88,Yes,Yes,Fiber Optic,15,No,No,Yes,No,No,Yes,No,Yes
7483-IQWIB,Yes,38.89,Yes,Yes,Fiber Optic,29,No,Yes,Yes,No,Yes,No,No,Yes
7486-KSRVI,Yes,39.37,Yes,Yes,Fiber Optic,23,No,No,No,Yes,Yes,Yes,Yes,No
7488-MXJIV,Yes,43.32,Yes,Yes,Fiber Optic,20,No,No,No,No,Yes,No,No,No
7492-TAFJD,No,1,,Yes,Cable,58,Yes,Yes,Yes,No,No,No,No,Yes
7493-GVFIO,Yes,12.99,No,No,,0,,,,,,,,
7493-TPUWZ,Yes,24.48,Yes,Yes,Fiber Optic,24,No,Yes,No,No,No,No,No,Yes
7495-OOKFY,Yes,48.85,Yes,Yes,Fiber Optic,17,No,Yes,No,No,No,No,No,Yes
7501-IWUNG,Yes,1.27,No,Yes,DSL,24,No,No,Yes,Yes,Yes,Yes,Yes,No
7501-VTYLJ,Yes,18.61,No,Yes,DSL,27,No,Yes,No,No,No,No,No,Yes
7502-BNYGS,Yes,31.88,No,Yes,DSL,53,No,Yes,No,No,Yes,Yes,Yes,Yes
7503-EPSZW,Yes,17.93,Yes,No,,0,,,,,,,,
7503-MIOGA,Yes,48.51,Yes,Yes,Cable,17,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
7503-QQRVF,Yes,26.12,No,Yes,Fiber Optic,8,No,Yes,No,No,No,No,No,Yes
7503-ZGUZJ,Yes,22.3,Yes,Yes,Fiber Optic,51,No,No,No,No,Yes,No,No,No
7504-UWHNB,Yes,40.11,No,Yes,Fiber Optic,18,No,No,No,No,No,No,No,No
7508-DQAKK,Yes,8.52,Yes,Yes,DSL,73,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
7508-KBIMB,Yes,2.31,No,Yes,Cable,53,Yes,No,Yes,No,No,No,No,Yes
7508-MYBOG,Yes,7.26,Yes,Yes,Fiber Optic,42,No,No,No,No,Yes,No,No,Yes
7508-SMHXL,Yes,1.67,Yes,Yes,Fiber Optic,21,No,Yes,No,No,Yes,No,No,Yes
7511-YMXVQ,No,1,,Yes,Cable,20,No,No,No,No,Yes,Yes,Yes,No
7515-LODFU,Yes,20.62,No,No,,0,,,,,,,,
7516-GMHUV,Yes,40.9,Yes,Yes,Fiber Optic,8,Yes,No,Yes,No,Yes,Yes,Yes,Yes
7517-LDMPS,Yes,2.57,No,Yes,Fiber Optic,25,No,Yes,No,No,No,Yes,Yes,Yes
7517-SAWMO,Yes,25.75,No,Yes,Fiber Optic,22,Yes,No,No,No,No,No,No,Yes
7519-JTWQH,Yes,23.92,Yes,Yes,Fiber Optic,42,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
7520-HQWJU,Yes,23.2,Yes,Yes,DSL,59,Yes,Yes,Yes,No,No,No,No,Yes
7521-AFHAB,Yes,35.6,No,Yes,Cable,19,No,No,No,No,No,No,No,Yes
7521-YXVZY,Yes,5.15,No,No,,0,,,,,,,,
7524-VRLPL,Yes,13.36,Yes,Yes,Cable,10,Yes,No,Yes,Yes,No,Yes,Yes,Yes
7526-BEZQB,Yes,44.71,Yes,Yes,Cable,25,No,No,No,No,Yes,Yes,Yes,Yes
7526-IVLYU,Yes,35.59,No,No,,0,,,,,,,,
7527-QNRUS,Yes,45.24,Yes,No,,0,,,,,,,,
7529-ZDFXI,Yes,36.66,Yes,Yes,Fiber Optic,9,No,Yes,No,No,No,Yes,No,Yes
7530-HDYDS,Yes,17.66,No,Yes,Fiber Optic,41,No,Yes,Yes,Yes,No,No,Yes,Yes
7531-GQHME,Yes,38.96,No,No,,0,,,,,,,,
7534-BFESC,Yes,30.87,Yes,Yes,Fiber Optic,15,No,No,No,No,No,No,No,Yes
7537-CBQUZ,Yes,26.11,Yes,Yes,Fiber Optic,20,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
7537-RBWEA,No,1,,Yes,Cable,52,No,No,No,No,No,No,No,Yes
7538-GWHML,Yes,7.64,No,Yes,Fiber Optic,27,No,No,No,No,No,No,No,Yes
7541-YLXCL,Yes,26.51,No,Yes,Cable,85,No,Yes,No,Yes,No,Yes,Yes,Yes
7542-CYDDM,Yes,22.97,No,No,,0,,,,,,,,
7544-ZVIKX,Yes,33.82,Yes,Yes,Fiber Optic,10,No,No,Yes,Yes,Yes,Yes,Yes,Yes
7547-EKNFS,Yes,18.26,Yes,Yes,Fiber Optic,29,No,Yes,Yes,No,Yes,No,No,Yes
7548-SEPYI,Yes,32.12,No,Yes,Fiber Optic,10,No,Yes,No,No,Yes,Yes,Yes,Yes
7549-MYGPK,Yes,8.98,Yes,Yes,Fiber Optic,16,Yes,Yes,Yes,No,Yes,No,No,No
7550-WIQVA,Yes,41.58,Yes,Yes,Fiber Optic,19,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
7551-DACSP,Yes,1.86,No,Yes,DSL,19,No,Yes,Yes,No,No,No,No,Yes
7551-JOHTI,Yes,32.45,No,No,,0,,,,,,,,
7552-KEYGT,Yes,44.19,No,No,,0,,,,,,,,
7554-AKDQF,Yes,5.69,No,Yes,DSL,27,No,No,No,No,No,No,No,Yes
7554-NEWDD,Yes,32.1,Yes,No,,0,,,,,,,,
7558-IMLMT,Yes,8.82,No,No,,0,,,,,,,,
7560-QJAVJ,Yes,47.72,No,Yes,DSL,28,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
7560-QRBXH,Yes,9.19,No,No,,0,,,,,,,,
7562-GSUHK,Yes,40.76,No,Yes,Fiber Optic,7,No,Yes,Yes,No,No,Yes,Yes,Yes
7562-UXTPG,Yes,26.13,No,Yes,Fiber Optic,28,No,No,No,No,No,No,No,Yes
7563-BIUPC,Yes,5.78,No,Yes,Fiber Optic,52,No,No,No,No,Yes,No,No,No
7564-GHCVB,Yes,7.29,Yes,Yes,Fiber Optic,53,Yes,No,No,No,No,No,No,No
7566-DSRLQ,Yes,12.85,Yes,Yes,Fiber Optic,24,No,Yes,Yes,Yes,Yes,Yes,Yes,No
7567-ECMCM,Yes,35.3,No,Yes,Fiber Optic,41,No,No,No,No,No,Yes,Yes,Yes
7568-PODML,No,1,,Yes,DSL,18,No,No,No,No,Yes,Yes,Yes,Yes
7569-NMZYQ,Yes,41.14,Yes,Yes,Fiber Optic,53,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
7570-WELNY,Yes,7.87,Yes,Yes,Fiber Optic,4,Yes,Yes,No,No,No,No,No,Yes
7571-YXDAD,Yes,38.28,Yes,Yes,Fiber Optic,18,No,No,No,No,No,No,No,Yes
7572-KPVKK,Yes,17.67,Yes,Yes,Fiber Optic,19,No,No,Yes,Yes,Yes,Yes,Yes,Yes
7576-ASEJU,Yes,25.16,No,Yes,DSL,11,Yes,No,No,Yes,Yes,Yes,Yes,Yes
7576-JMYWV,Yes,20.42,Yes,Yes,Fiber Optic,16,Yes,Yes,No,Yes,Yes,Yes,No,Yes
7576-OYWBN,Yes,30.25,Yes,Yes,Fiber Optic,28,No,No,No,No,No,No,No,Yes
7577-SWIFR,Yes,16.64,No,Yes,Fiber Optic,2,No,No,No,No,Yes,Yes,Yes,Yes
7579-KKLOE,Yes,46.53,Yes,Yes,DSL,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
7579-OOPEC,Yes,6.86,No,Yes,DSL,20,No,Yes,No,No,No,No,No,Yes
7580-UGXNC,Yes,25.74,No,Yes,DSL,6,Yes,Yes,No,No,No,No,No,Yes
7581-EBBOU,Yes,38.88,No,Yes,DSL,2,No,Yes,Yes,Yes,Yes,No,No,Yes
7586-ZATGZ,Yes,17.83,Yes,Yes,Fiber Optic,27,No,No,No,No,Yes,No,No,Yes
7587-AOVVU,Yes,14.07,Yes,Yes,Fiber Optic,15,Yes,Yes,No,Yes,Yes,No,No,Yes
7587-RZNME,Yes,48.84,No,Yes,DSL,41,No,No,No,No,No,No,Yes,Yes
7590-VHVEG,No,1,,Yes,DSL,10,No,Yes,No,No,No,No,No,Yes
7593-JNWRU,Yes,49.2,No,Yes,DSL,21,No,No,No,No,No,No,No,Yes
7593-XFKDI,Yes,48.22,No,Yes,DSL,21,No,No,No,No,No,No,No,Yes
7594-LZNWR,Yes,13.56,No,Yes,Fiber Optic,30,No,No,No,No,No,No,No,Yes
7594-RQHXR,Yes,21.72,No,Yes,Fiber Optic,52,No,No,No,No,No,Yes,Yes,Yes
7595-EHCDL,No,1,,Yes,DSL,19,No,No,Yes,No,Yes,Yes,Yes,Yes
7595-EUIVN,Yes,14.48,No,Yes,Fiber Optic,26,No,Yes,No,No,No,No,No,Yes
7596-IIWYC,Yes,35.77,No,No,,0,,,,,,,,
7596-LDUXP,Yes,15.97,No,Yes,Fiber Optic,19,Yes,No,No,No,Yes,No,No,Yes
7596-ZYWBB,Yes,43.29,No,Yes,DSL,76,Yes,Yes,No,Yes,No,No,No,No
7598-UAASY,Yes,20.5,No,Yes,Fiber Optic,51,No,No,Yes,No,No,No,No,Yes
7599-FKVXZ,Yes,2.41,Yes,Yes,Fiber Optic,21,No,No,Yes,Yes,Yes,Yes,Yes,Yes
7599-NTMDP,No,1,,Yes,Cable,26,Yes,Yes,No,Yes,Yes,No,No,No
7601-DHFWZ,Yes,30.82,Yes,No,,0,,,,,,,,
7601-GNDYK,Yes,20.85,No,No,,0,,,,,,,,
7601-WFVZV,Yes,17.94,No,No,,0,,,,,,,,
7602-DBTOU,Yes,37.83,No,No,,0,,,,,,,,
7602-MVRMB,Yes,46.63,Yes,Yes,Fiber Optic,14,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
