Customer ID,Churn Category,Churn Reason
4210-QFJMF,Competitor,Competitor made better offer
4211-MMAZN,Attitude,Attitude of support person
4213-HKBJO,,
4220-TINQT,,
4223-BKEOR,,
4223-WOZCM,,
4226-KKDON,,
4227-OJHAL,,
4228-ZGYUW,Competitor,Competitor offered more data
4229-CZMLL,Dissatisfaction,Service dissatisfaction
4231-LZUYM,,
4232-JGKIY,,
4234-XTNEA,,
4236-UJPWO,,
4236-XPXAV,Other,Moved
4237-CLSMM,,
4237-RLAQD,Attitude,Attitude of support person
4238-HFHSN,,
4238-JSSWH,,
4248-HCETZ,Attitude,Attitude of support person
4248-QPAVC,Competitor,Competitor made better offer
4250-FDVOU,Attitude,Attitude of support person
4250-WAROZ,,
4250-ZBWLV,Competitor,Competitor offered higher download speeds
4254-QPEDE,,
4255-DDUOU,Price,Long distance charges
4256-ZWTZI,,
4257-GAESD,,
4273-MBHYA,,
4274-DRSQT,,
4274-OWWYO,Other,Deceased
4277-BWBML,,
4277-PVRAN,Competitor,Competitor had better devices
4277-UDIEF,,
4280-DLSHD,,
4282-ACRXS,,
4282-MSACW,,
4282-YMKNA,Competitor,Competitor made better offer
4283-FUTGF,Dissatisfaction,Network reliability
4283-IVYCI,,
4285-GYRQC,Attitude,Attitude of support person
4289-DTDKW,Competitor,Competitor had better devices
4290-BSXUX,Competitor,Competitor offered more data
4291-HPAXL,,
4291-HYEBC,,
4291-SHSBH,,
4291-TPNFG,,
4291-YZODP,,
4293-ETKAP,,
4295-YURET,,
4298-OYIFC,,
4299-OPXEJ,,
4299-SIMNS,,
4301-VVZKA,,
4302-ZYFEL,,
4304-TSPVK,,
4304-XUMGI,,
4307-KTUMW,Attitude,Attitude of service provider
4307-KWMXE,,
4310-KEDTB,,
4311-QTTAI,,
4312-GVYNH,,
4312-KFRXN,,
4315-MURBD,Price,Price too high
4316-XCSLJ,,
4317-VTEOA,Competitor,Competitor had better devices
4318-RAJVY,,
4320-QMLLA,,
4322-RCYMT,Competitor,Competitor made better offer
4323-ELYYB,,
4323-OHFOW,,
4323-SADQS,Dissatisfaction,Service dissatisfaction
4324-AHJKS,,
4324-BZCKL,,
4325-NFSKC,Price,Extra data charges
4328-VUFWD,,
4329-YPDDQ,,
4332-MUOEZ,,
4334-HOWRP,,
4335-BSMJS,,
4335-UPJSI,,
4338-EYCER,,
4342-HENTK,Competitor,Competitor had better devices
4342-HFXWS,,
4343-EJVQB,,
4349-GFQHK,Attitude,Attitude of service provider
4350-ZTLPI,,
4351-QLCSU,Price,Long distance charges
4353-HYOJD,,
4355-CVPVS,,
4355-HBJHH,Price,Price too high
4359-INNWN,,
4360-PNRQB,,
4360-QRAVE,,
4361-BKAXE,Competitor,Competitor made better offer
4361-FEBGN,,
4361-JEIVL,Attitude,Attitude of service provider
4365-MSDYN,,
4366-CTOUZ,,
4367-NHWMM,,
4367-NUYAO,,
4369-HTUIF,Attitude,Attitude of service provider
4369-NYSCF,,
4373-MAVJG,Competitor,Competitor made better offer
4373-VVHQL,,
4374-YMUSQ,,
4376-KFVRS,,
4377-VDHYI,,
4378-BZYFP,,
4378-MYPGO,,
4381-MHQDC,,
4385-GZQXV,Competitor,Competitor had better devices
4385-ZKVNW,,
4389-UEFCZ,,
4390-KYULV,Attitude,Attitude of support person
4391-LNRXK,,
4391-RESHN,Competitor,Competitor had better devices
4393-GEADV,,
4393-OBCRR,,
4393-RYCRE,,
4395-PZMSN,,
4396-KLSEH,,
4397-FRLTA,,
4398-HSCJH,Competitor,Competitor offered higher download speeds
4402-FTBXC,,
4403-BWPAY,,
4404-HIBDJ,Competitor,Competitor offered more data
4412-YLTKF,Competitor,Competitor had better devices
4415-IJZTP,Competitor,Competitor had better devices
4415-WNGVR,,
4418-LZMSV,,
4419-UJMUS,,
4422-QVIJA,,
4423-JWZJN,,
4423-YLHDV,Attitude,Attitude of support person
4424-TKOPW,Price,Lack of affordable download/upload speed
4425-OWHWB,,
4429-WYGFR,,
4430-UZIPO,Competitor,Competitor made better offer
4430-YHXGG,,
4431-EDMIQ,,
4432-ADRLB,Competitor,Competitor made better offer
4433-JCGCG,Competitor,Competitor made better offer
4439-JMPMT,Attitude,Attitude of support person
4439-YRNVD,,
4441-NIHPT,Competitor,Competitor had better devices
4443-EMBNA,,
4445-KWOKW,,
4445-ZJNMU,,
4446-BZKHU,Competitor,Competitor had better devices
4450-DLLMH,,
4450-MDZFX,,
4450-YOOHP,,
4451-RWASJ,,
4452-QIIEB,,
4452-ROHMO,,
4455-BFSPD,,
4456-RHSNB,,
4458-KVRBJ,,
4459-BBGHE,,
4462-CYWMH,,
4464-JCOLN,Attitude,Attitude of support person
4465-VDKIQ,,
4468-KAZHE,,
4468-YDOVK,,
4471-KXAUH,Attitude,Attitude of service provider
4472-LVYGI,,
4472-VESGY,,
4475-NVTLU,,
4476-OSWTN,,
4480-MBMLB,,
4480-QQRHC,,
4482-EWFMI,,
4482-FTFFX,,
4484-CGXFK,Dissatisfaction,Product dissatisfaction
4484-GLZOU,Other,Don't know
4486-EFAEB,,
4487-ZYJZK,,
4488-KQFDT,,
4488-PSYCG,Price,Long distance charges
4489-SNOJF,Other,Don't know
4495-LHSSK,,
4500-HKANN,,
4501-EQDRN,Attitude,Attitude of service provider
4501-UYKBC,,
4501-VCPFK,,
4503-BDXBD,Attitude,Attitude of support person
4504-YOULA,,
4505-EXZHB,Competitor,Competitor offered more data
4508-OEBEY,,
4510-HIMLV,Dissatisfaction,Network reliability
4510-PYUSH,Attitude,Attitude of support person
4512-ZUIYL,Other,Moved
4513-CXYIX,,
4514-GFCFI,Attitude,Attitude of support person
4518-FZBSX,,
4521-WFJAI,,
4521-YEEHE,,
4522-AKYLR,,
4522-XRWWI,,
4523-WXCEF,Dissatisfaction,Service dissatisfaction
4524-QCSSM,,
4525-VZCZG,,
4526-EXKKN,,
4526-RMTLL,,
4526-ZJJTM,,
4529-CKBCL,Attitude,Attitude of service provider
4530-NDRKU,,
4531-AUZNK,,
4534-WGCIR,,
4536-PLEQY,,
4537-CIBHB,,
4537-DKTAL,,
4538-WNTMJ,,
4541-RMRLG,Attitude,Attitude of support person
4544-RXFMG,,
4546-FOKWR,,
4547-FZJWE,,
4547-KQRTM,Competitor,Competitor offered higher download speeds
4547-LYTDD,Competitor,Competitor had better devices
4548-SDBKE,Attitude,Attitude of service provider
4549-ZDQYY,,
4550-EVXNY,Competitor,Competitor offered higher download speeds
4550-VBOFE,Competitor,Competitor had better devices
4553-DVPZG,,
4554-YGZIH,Competitor,Competitor made better offer
4558-CGYCZ,,
4558-FANTW,Price,Lack of affordable download/upload speed
4559-UWIHT,,
4560-WQAQW,,
4565-EVZMJ,,
4565-NLZBV,,
4566-GOLUK,Attitude,Attitude of support person
4566-NECEV,,
4566-QVRRW,Competitor,Competitor had better devices
4567-AKPIA,,
4568-KNYWR,,
4568-TTZRT,,
4570-QHXHL,,
4572-DVCGN,Competitor,Competitor made better offer
4573-JKNAE,,
4576-CSAJH,Competitor,Competitor made better offer
4578-PHJYZ,,
4580-TMHJU,Other,Don't know
4581-LNWUM,,
4581-SSPWD,Competitor,Competitor had better devices
4583-PARNH,,
4584-LBNMK,,
4585-HETAI,Dissatisfaction,Service dissatisfaction
4587-NUKOX,Attitude,Attitude of support person
4587-VVTOX,Competitor,Competitor offered more data
4588-YBNIB,Price,Price too high
4589-IUAJB,,
4592-IWTJI,Attitude,Attitude of support person
4597-ELFTS,Attitude,Attitude of support person
4597-NUCQV,Attitude,Attitude of support person
4598-XLKNJ,Dissatisfaction,Limited range of services
4598-ZADCK,,
4603-JANFB,Competitor,Competitor had better devices
4607-CHPCA,Competitor,Competitor made better offer
4608-LCIMN,,
4609-KNNWG,,
4611-ANLQC,,
4612-SSVHJ,,
4612-THJBS,Attitude,Attitude of service provider
4614-NUVZD,Competitor,Competitor offered more data
4615-PIVVU,,
4616-EWBNJ,,
4616-ULAOA,,
4619-EVPHY,,
4622-YNKIJ,,
4623-ZKHLY,,
4625-EWPTF,Competitor,Competitor had better devices
4625-LAMOB,,
4625-XMOYM,,
4626-GYCZP,Competitor,Competitor had better devices
4626-OZDTJ,,
4627-MIHJH,,
4628-CTTLA,Dissatisfaction,Lack of self-service on Website
4628-WQCQQ,Competitor,Competitor had better devices
4629-NRXKX,Dissatisfaction,Network reliability
4631-OACRM,Competitor,Competitor offered higher download speeds
4632-PAOYU,,
4632-XJMEX,,
4633-MKHYU,,
4634-JLRJT,,
4635-EJYPD,,
4636-JGAAI,,
4636-OLWOE,,
4636-QRJKY,Price,Price too high
4636-TVXVG,,
4640-UHDOS,Competitor,Competitor had better devices
4641-FROLU,,
4644-OBGFZ,,
4644-PIZRT,,
4646-QZXTF,,
4647-MUZON,,
4647-XXZAM,,
4648-YPBTM,,
4652-NNHNY,Other,Don't know
4652-ODEVH,,
4654-DLAMQ,,
4654-GGUII,,
4654-ULTTN,,
4656-CAURT,,
4657-FWVFY,,
4658-HCOHW,Competitor,Competitor had better devices
4659-NZRUF,Price,Long distance charges
4660-IRIBM,,
4661-NJEUX,,
4662-EKDPQ,Competitor,Competitor made better offer
4664-NJCMS,,
4667-OHGKG,Dissatisfaction,Service dissatisfaction
4667-QONEA,,
4670-TABXH,,
4671-LXRDQ,Competitor,Competitor had better devices
4671-VJLCL,,
4672-FOTSD,,
4673-KKSLS,,
4674-HGNUA,,
4676-MQUEA,,
4676-WLUHT,,
4678-DVQEO,Competitor,Competitor made better offer
4680-KUTAJ,,
4682-BLBUC,,
4683-WYDOU,,
4685-ERGHK,,
4685-TFLLS,,
4686-GEFRM,,
4686-UXDML,,
4690-LLKUA,Competitor,Competitor made better offer
4690-PKDQG,,
4692-NNQRU,,
4693-VWVBO,,
4694-PHWFW,,
4695-VADHF,Competitor,Competitor had better devices
4695-WJZUE,Competitor,Competitor had better devices
4697-LUPSU,,
4698-KVLLG,,
4700-UBQMV,,
4701-AHWMW,Attitude,Attitude of service provider
4701-LKOZD,,
4701-MLJPN,Attitude,Attitude of support person
4702-HDRKD,,
4702-IOQDC,Competitor,Competitor offered higher download speeds
4703-MQYKT,,
4704-ERYFC,Competitor,Competitor offered higher download speeds
4706-AXVKM,Price,Extra data charges
4706-DGAHW,,
4707-MAXGU,,
4707-YNOQA,,
4709-LKHYG,,
4710-FDUIZ,Competitor,Competitor offered more data
4710-NKCAW,,
4712-AUQZO,,
4712-UYOOI,,
4713-LZDRV,Price,Long distance charges
4713-ZBURT,,
4716-HHKQH,,
4716-MRVEN,,
4717-GHADL,,
4718-DHSMV,,
4718-WXBGI,,
4719-UMSIY,,
4720-VSTSI,Attitude,Attitude of support person
4723-BEGSG,,
4724-WXVWF,,
4726-DLWQN,,
4727-MCYZG,,
4729-XKASR,Competitor,Competitor had better devices
4730-AWNAU,,
4732-RRJZC,,
4735-ASGMA,Competitor,Competitor had better devices
4735-BJKOU,,
4737-AQCPU,,
4737-HOBAX,,
4741-WWJQZ,,
4742-DRORA,,
4742-TXUEX,,
4745-LSPLO,Attitude,Attitude of support person
4747-LCAQL,,
4749-OJKQU,,
4749-VFKVB,Other,Don't know
4750-UKWJK,,
4750-ZRXIU,Competitor,Competitor had better devices
4751-ERMAN,,
4753-PADAS,,
4759-PXTAN,,
4759-TRPLW,Competitor,Competitor had better devices
4760-THGOT,,
4760-XOHVN,Competitor,Competitor made better offer
4763-PGDPO,Competitor,Competitor had better devices
4765-OXPPD,Competitor,Competitor offered more data
4767-HZZHQ,,
4770-QAZXN,,
4770-UEZOX,,
4774-HHGGS,,
4776-XSKYQ,,
4778-IZARL,,
4779-ZGICK,,
4781-ZXYGU,,
4782-OSFXZ,,
4785-FCIFB,,
4785-NKHCX,,
4785-QRJHC,Competitor,Competitor offered higher download speeds
4786-UKSNZ,Competitor,Competitor made better offer
4789-KWMXN,Price,Price too high
4791-QRGMF,Competitor,Competitor offered more data
4795-KTRTH,Competitor,Competitor made better offer
4795-UXVCJ,,
4795-WRNVT,,
4797-AXPXK,Attitude,Attitude of service provider
4797-MIWUM,,
4800-CZMPC,Attitude,Attitude of service provider
4800-VHZKI,Competitor,Competitor made better offer
4801-JZAZL,,
4801-KFYKL,,
4803-AXVYP,Dissatisfaction,Service dissatisfaction
4803-LBYPN,,
4804-NCPET,,
4806-DXQCE,,
4806-HIPDW,Dissatisfaction,Limited range of services
4806-KEXQR,Competitor,Competitor had better devices
4807-IZYOZ,,
4808-YNLEU,,
4811-JBUVU,,
4813-HQMGZ,,
4815-GBTCD,,
4815-TUMEQ,,
4815-YOSUK,,
4816-JBHOV,Competitor,Competitor offered more data
4816-LXZYW,Competitor,Competitor had better devices
4816-OKWNX,,
4817-KEQSP,,
4817-QRJSX,Attitude,Attitude of support person
4817-VYYWS,Dissatisfaction,Service dissatisfaction
4818-DRBQT,Attitude,Attitude of support person
4818-QIUFN,Attitude,Attitude of support person
4819-HJPIW,,
4821-SJHJV,,
4821-WQOYN,,
4822-LPTYJ,,
4822-NGOCH,Price,Long distance charges
4822-RVYBB,Attitude,Attitude of support person
4822-YCXMX,Price,Extra data charges
4824-GUCBY,,
4825-FUREZ,,
4825-XJGDM,,
4826-DXMUP,,
4826-TZEVA,,
4826-XTSOH,Competitor,Competitor had better devices
4827-DPADN,,
4827-LTQRJ,,
4827-USJHP,,
4828-FAZPK,,
4829-AUOAX,Price,Extra data charges
4829-ZLJTK,,
4830-FAXFM,,
4831-EOBFE,Other,Don't know
4832-VRBMR,,
4833-QTJNO,,
4835-YSJMR,,
4836-WNFNO,,
4837-PZTIC,,
4837-QUSFT,,
4840-ORQXB,,
4844-JJWUY,Competitor,Competitor made better offer
4846-WHAFZ,Price,Extra data charges
4847-QNOKA,Dissatisfaction,Lack of self-service on Website
4847-TAJYI,,
4849-PYRLQ,,
4851-BQDNX,,
4853-OITSN,,
4853-RULSV,Attitude,Attitude of service provider
4854-CIDCF,,
4854-SSLTN,,
4855-SNKMY,Competitor,Competitor made better offer
4859-ZSRDZ,,
4860-IJUDE,,
4860-YZGZM,,
4868-AADLV,,
4869-EPIUS,,
4871-JTKJF,Attitude,Attitude of service provider
4872-JCVCA,,
4872-VXRIL,,
4873-ILOLJ,Competitor,Competitor had better devices
4877-EVATK,Attitude,Attitude of service provider
4877-TSOFF,,
4878-BUNFV,,
4879-GZLFH,,
4881-GQJTW,,
4881-JVQOD,,
4883-KCPZJ,,
4883-QICIH,Other,Don't know
4884-LEVMQ,,
4884-TVUQF,,
4884-ZTHVF,,
4890-VMUAV,,
4891-NLUBA,,
4892-VLANZ,Price,Long distance charges
4893-GYUJU,,
4895-TMWIR,Competitor,Competitor made better offer
4896-CPRPF,,
4897-QSUYC,Attitude,Attitude of support person
4900-MSOMT,,
4902-OHLSK,Attitude,Attitude of support person
4903-CNOZC,,
4903-UYAVB,Competitor,Competitor made better offer
4905-JEFDW,Competitor,Competitor offered higher download speeds
4906-ZHGPK,,
4908-XAXAY,,
4909-JOUPP,,
4910-AQFFX,Dissatisfaction,Network reliability
4910-GMJOT,Other,Don't know
4911-BANWH,Attitude,Attitude of support person
4912-PIGUY,,
4913-EHYUI,Competitor,Competitor offered higher download speeds
4915-BFSXL,,
4918-FYJNT,,
4918-QLLIW,Other,Don't know
4919-IKATY,Competitor,Competitor made better offer
4919-MOAVT,Competitor,Competitor offered higher download speeds
4922-CVPDX,,
4923-ADWXJ,,
4925-LMHOK,Dissatisfaction,Service dissatisfaction
4926-UMJZD,,
4927-WWOOZ,,
4929-BSTRX,Price,Lack of affordable download/upload speed
4929-ROART,,
4929-XIHVW,,
4931-TRZWN,,
4933-BSAIP,,
4933-IKULF,,
4936-YPJNK,,
4937-QPZPO,,
4939-KYYPY,,
4940-KHCWD,,
4942-VZZOM,,
4945-RVMTE,,
4946-EDSEW,Attitude,Attitude of support person
4947-DSMXK,,
4948-WBBKL,,
4950-BDEUX,,
4950-HKQTE,,
4951-UKAAQ,Dissatisfaction,Network reliability
4952-YSOGZ,Competitor,Competitor made better offer
4955-VCWBI,,
4957-SREEC,,
4957-TIALW,,
4957-TREIR,,
4958-GZWIY,Other,Don't know
4958-XCBDQ,Competitor,Competitor offered more data
4959-JOSRX,Price,Lack of affordable download/upload speed
4962-CHQPW,,
4967-WPNCF,,
4971-PUYQO,Competitor,Competitor made better offer
4973-MGTON,,
4973-RLZVI,,
4976-LNFVV,,
4979-HPRFL,,
4980-URKXC,,
4981-FLTMF,,
4983-CCWMC,,
4983-CLMLV,,
4986-MXSFP,,
4987-GQWPO,,
4988-IQIGL,Attitude,Attitude of support person
4989-LIXVT,,
4990-ALDGW,,
4992-LTJNE,,
4993-JCRGJ,,
4994-OBRSZ,,
4998-IKFSE,,
4999-IEZLT,,
5002-GCQFH,,
5003-OKNNK,,
5003-XZWWO,,
5006-MXVRN,,
5010-IPEAQ,,
5012-YSPJJ,,
5013-SBUIH,Competitor,Competitor had better devices
5014-GSOUQ,,
5014-WUQMG,,
5016-ETTFF,Dissatisfaction,Service dissatisfaction
5016-IBERQ,,
5016-LIPDW,,
5018-GWURO,,
5018-HEKFO,,
5018-LXQQG,,
5019-GQVCR,,
5020-ZSTTY,Competitor,Competitor made better offer
5022-JNQEQ,,
5022-KVDQT,,
5025-GOOKI,,
5027-QPKTE,Competitor,Competitor had better devices
5027-XWQHA,Dissatisfaction,Network reliability
5027-YOCXN,,
5028-GZLDO,Dissatisfaction,Service dissatisfaction
5028-HTLJB,Price,Long distance charges
5032-MIYKT,,
5032-USPKF,,
5035-BVCXS,,
5035-PGZXH,,
5038-ETMLM,,
5039-LZRQT,,
5043-TRZWM,,
5044-LRQAQ,,
5044-XDPYX,,
5046-NUHWD,,
5047-LHVLY,Competitor,Competitor made better offer
5049-GLYVG,Price,Long distance charges
5049-MUBWG,,
5052-PNLOS,Dissatisfaction,Poor expertise of online support
5054-IEXZT,Competitor,Competitor made better offer
5055-BRMNE,,
5055-MGMGF,,
5056-FIMPT,,
5057-LCOUI,Attitude,Attitude of support person
5057-RKGLH,,
5060-TQUQN,,
5061-PBXFW,,
5062-CJJKH,,
5063-IUOKK,,
5066-GFJMM,,
5067-DGXLL,,
5067-WJEUN,,
5067-XJQFU,,
5071-FBJFS,,
5073-RZGBK,,
5073-WXOYN,Competitor,Competitor offered more data
5074-FBGHB,,
5075-JSDKI,,
5076-YVXCM,,
5077-DXTCG,Competitor,Competitor had better devices
5081-NWSUP,,
5084-OOVCJ,,
5087-SUURX,Dissatisfaction,Lack of self-service on Website
5088-QZLRL,,
5089-IFSDP,Dissatisfaction,Product dissatisfaction
5090-EMGTC,,
5091-HFAZW,,
5092-STPKP,,
5093-FEGLU,,
5095-AESKG,Competitor,Competitor offered higher download speeds
5095-ETBRJ,,
5099-BAILX,Competitor,Competitor made better offer
5103-MHMHY,Competitor,Competitor had better devices
5108-ADXWO,Competitor,Competitor made better offer
5110-CHOPY,,
5115-GZDEL,,
5115-SQAAU,,
5117-IFGPS,,
5117-ZSMHQ,,
5118-MUEYH,,
5119-KEPFY,,
5119-NZPTV,,
5120-ZBLAI,,
5122-CYFXA,,
5124-EOGYE,,
5125-CNDSP,,
5126-RCXYW,,
5127-BZENZ,,
5129-HHMZC,,
5129-JLPIS,,
5130-IEKQT,Price,Price too high
5130-YPIRV,,
5131-PONJI,,
5133-POWUA,,
5133-VRSAB,,
5134-IKDAY,Dissatisfaction,Service dissatisfaction
5135-GRQJV,,
5135-RDDQL,,
5136-GFPMB,,
5136-KCKGI,Competitor,Competitor had better devices
5136-RGMZO,,
5138-WVKYJ,Competitor,Competitor made better offer
5140-FOMCQ,,
5141-ZUVBH,,
5143-EGQFK,Other,Don't know
5143-WMWOG,Attitude,Attitude of support person
5144-PQCDZ,,
5144-TVGLP,,
5146-CBVOE,,
5146-YYFRZ,,
5148-HKFIR,,
5148-ORICT,,
5149-CUZUJ,,
5149-QYTTU,,
5149-TGWDZ,,
5150-ITWWB,,
5150-LJNSR,,
5151-HQRDG,,
5153-LXKDT,,
5153-RTHKF,,
5154-VEKBL,Competitor,Competitor offered higher download speeds
5155-AZQPB,,
5156-UMKOW,,
5158-RIVOP,,
5159-YFPKQ,Competitor,Competitor had better devices
5160-UXJED,,
5161-UBZXI,,
5161-XEUVX,,
5167-GBFRE,Dissatisfaction,Poor expertise of online support
5167-ZFFMM,Competitor,Competitor made better offer
5168-MQQCA,,
5168-MSWXT,,
5170-PTRKA,,
5171-EPLKN,,
5172-MIGPM,,
5172-RKOCB,,
5173-WXOQV,,
5173-ZXXXL,,
5174-ITUMV,,
5174-RNGBH,Dissatisfaction,Network reliability
5175-AOBHI,Dissatisfaction,Lack of self-service on Website
5175-WLYXL,,
5176-LDKUH,,
5176-LMJXE,,
5176-OLSKT,,
5177-RVZNU,,
5178-LMXOP,Price,Price too high
5180-UCIIQ,Other,Moved
5181-OABFK,,
5183-KLYEM,,
5183-SNMJQ,,
5186-EJEGL,,
5186-PEIZU,,
5186-SAMNZ,Price,Price too high
5188-HGMLP,,
5192-EBGOV,Competitor,Competitor had better devices
5193-QLVZB,,
5195-KPUNQ,,
5196-SGOAK,Attitude,Attitude of support person
5196-WPYOW,,
5197-LQXXH,,
5197-PYEPU,,
5197-YPYBZ,,
5198-EFNBM,,
5198-HQAEN,,
5199-FPUSP,,
5201-CBWYG,,
5201-FRKKS,,
5201-USSQZ,,
5202-IVJNU,Dissatisfaction,Network reliability
5203-XEHAX,,
5204-HMGYF,,
5204-QZXPU,Competitor,Competitor had better devices
5206-HPJKM,,
5206-XZZQI,,
5207-PLSTK,,
5208-FVQKB,,
5208-HFSBT,Competitor,Competitor had better devices
5213-TWWJU,,
5214-CHIWJ,,
5214-NLTIT,,
5215-LNLDJ,,
5216-WASFJ,,
5219-YIPTK,Dissatisfaction,Service dissatisfaction
5220-AGAAX,,
5222-IMUKT,,
5222-JCXZT,,
5223-UZAVK,,
5226-NOZFC,,
5227-JSCFE,,
5228-EXCET,Competitor,Competitor made better offer
5229-DTFYB,,
5229-PRWKT,Attitude,Attitude of service provider
5231-FIQPA,,
5232-NXPAY,,
5233-AOZUF,,
5233-GEEAX,Competitor,Competitor had better devices
5236-PERKL,Competitor,Competitor offered higher download speeds
5236-XMZJY,,
5240-CAOYT,,
5240-IJOQT,Competitor,Competitor had better devices
5242-UOWHD,,
5243-SAOTC,,
5244-IRFIH,Dissatisfaction,Poor expertise of online support
5245-VDBUR,,
5248-KWLAR,,
5248-RPYWW,,
5248-YGIJN,,
5249-QYHEX,,
5256-SKJGO,,
5260-UMPWX,,
5261-QSHQM,Competitor,Competitor made better offer
5266-PFRQK,,
5268-DSMNQ,,
5269-NRGDP,,
5271-DBYSJ,,
5271-YNWVR,Price,Extra data charges
5274-XHAKY,,
5275-PMFUT,,
5275-SQEIZ,Competitor,Competitor had better devices
5276-KQWHG,Price,Extra data charges
5277-ZLOOR,Dissatisfaction,Network reliability
5278-PNYOX,,
5281-BUZGT,Competitor,Competitor made better offer
5285-MVEHD,,
5286-YHCVC,,
5287-QWLKY,Attitude,Attitude of support person
5288-AHOUP,,
5293-WXJAK,Competitor,Competitor offered more data
5294-CDGWY,Other,Don't know
5294-DMSFH,,
5294-IMHHT,,
5295-PCJOO,Other,Don't know
5296-BFCYD,,
5296-PSYVW,,
5297-MDOIR,,
5298-GSTLM,,
5299-RULOA,Price,Price too high
5299-SJCZT,Dissatisfaction,Network reliability
5301-GAUUY,Competitor,Competitor had better devices
5302-BDJNT,,
5304-EFJLP,,
5306-BVTKJ,,
5307-DZCVC,Price,Extra data charges
5307-UVGNB,,
5309-TAIKL,,
5310-NOOVA,,
5311-IHLEI,,
5312-IRCFR,,
5312-TSZVC,,
5312-UXESG,,
5313-FPXWG,,
5315-CKEQK,,
5317-FLPJF,,
5318-IXUZF,Other,Don't know
5318-YKDPV,,
5320-BRKGK,,
5321-NTRKC,,
5322-TEUJK,,
5322-ZSMZY,,
5324-KTGCG,,
5325-UWTWJ,,
5327-CNLUQ,,
5327-XOKKY,,
5329-KRDTM,,
5331-RGMTT,,
5334-AFQJB,,
5334-JLAXU,,
5336-UFNZP,,
5337-IIWKZ,,
5338-YHWYT,,
5339-PXDVH,,
5339-TJFEK,,
5343-SGUBI,,
5345-BMKWB,,
5346-BZCHP,,
5348-CAGXB,,
5349-AZPEW,,
5349-IECLD,Competitor,Competitor had better devices
5351-QESIO,,
5353-WILCI,,
5356-CSVSQ,,
5356-KZCKT,,
5356-RHIPP,Competitor,Competitor made better offer
5357-TZHPP,Attitude,Attitude of support person
5360-LJCNJ,,
5360-XGYAZ,,
5364-EVNIB,Dissatisfaction,Service dissatisfaction
5364-XYIRR,Competitor,Competitor had better devices
5365-LLFYV,,
5366-IJEQJ,Other,Don't know
5366-OBVMR,,
5370-IIVVL,,
5371-VYLSX,,
5372-FBKBN,,
5373-SFODM,Dissatisfaction,Product dissatisfaction
5375-XLDOF,,
5376-DEQCP,Competitor,Competitor made better offer
5376-PCKNB,,
5377-NDTOU,,
5378-IKEEG,Price,Price too high
5380-AFSSK,Other,Don't know
5380-WJKOV,Competitor,Competitor offered higher download speeds
5380-XPJNZ,,
5382-SOYZL,,
5382-TEMLV,,
5383-MMTWC,Dissatisfaction,Limited range of services
5384-ZTTWP,,
5385-SUIRI,Competitor,Competitor offered higher download speeds
5386-THSLQ,,
5387-ASZNZ,,
5389-FFVKB,Dissatisfaction,Service dissatisfaction
5392-AKEMH,,
5393-HJZSM,,
5393-RXQSZ,Attitude,Attitude of support person
5394-MEITZ,,
5394-SVGJV,Competitor,Competitor made better offer
5396-IZEPB,,
5397-NSKQG,,
5397-TUPSH,,
5399-ZIMKF,,
5402-HTOTQ,,
5404-GGUKR,,
5405-ZMYXQ,,
5406-KGRMX,,
5414-OFQCB,,
5419-CONWX,Competitor,Competitor had better devices
5419-JKZNQ,,
5419-JPRRN,Price,Extra data charges
5419-KLXBN,Competitor,Competitor made better offer
5423-BHIXO,,
5424-RLQLC,,
5429-LWCMV,,
5433-KYGHE,,
5438-QMDDL,,
5439-WIKXB,,
5440-FLBQG,Attitude,Attitude of service provider
5440-VHLUL,,
5442-BHQNG,,
5442-BXVND,,
5442-PPTJY,,
5442-UTCVD,Attitude,Attitude of service provider
5442-XSDCW,Competitor,Competitor made better offer
5443-SCMKX,,
5445-GLVOT,,
5445-PZWGX,Price,Price too high
5445-UTODQ,Competitor,Competitor made better offer
5446-DKWYW,,
5447-VYTKW,,
5447-WZAFP,,
5448-VWNAM,,
5449-FIBXJ,Price,Lack of affordable download/upload speed
5451-MHQOF,,
5451-YHYPW,,
5453-AXEPF,,
5453-YBTWV,,
5456-ITGIC,,
5457-COLHT,,
5458-CQJTA,Dissatisfaction,Product dissatisfaction
5461-QKNTN,,
5465-BUBFA,,
5468-BPMMO,,
5469-CTCWN,Competitor,Competitor offered higher download speeds
5469-NUJUR,,
5472-CVMDX,,
5473-KHBPS,,
5474-LAMUQ,,
5478-JJVZK,,
5480-HPRRX,Attitude,Attitude of support person
5480-TBGPH,Competitor,Competitor offered more data
5480-XTFFL,,
5481-NTDOH,,
5482-NUPNA,Competitor,Competitor had better devices
5482-PLVPE,Competitor,Competitor had better devices
5482-VXSXJ,,
5485-ITNPC,,
5485-WUYWF,Price,Long distance charges
5493-SDRDQ,Competitor,Competitor made better offer
5494-HECPR,Other,Moved
5494-WOZRZ,,
5495-GPSRW,,
5498-IBWPI,,
5498-TXHLF,Price,Extra data charges
5499-ECUTN,,
5501-TVMGM,,
5502-RLUYV,Competitor,Competitor made better offer
5504-WSIUR,,
5505-OVWQW,,
5510-BOIUJ,Attitude,Attitude of service provider
5512-IDZEI,,
5514-YQENT,,
5515-AKOAJ,Dissatisfaction,Service dissatisfaction
5515-IDEJJ,Competitor,Competitor made better offer
5515-RUGKN,,
5519-NPHVG,Price,Price too high
